Population with N=1000 and n=0.011
Count,State,LocactionX,LocationY
451,0,0.9302,0.2612
452,0,3.8535,4.0406
453,0,0.5284,1.4713
454,0,0.7714,0.5098
455,0,3.9584,0.2502
456,0,4.3130,0.4243
457,0,3.7983,2.4920
458,0,1.6184,1.5059
459,0,3.3315,1.3838
460,0,2.8915,2.2756
461,0,2.1333,3.9641
462,0,2.4398,3.6372
463,0,3.1917,0.1696
464,0,3.4008,0.9540
465,0,3.9728,0.1888
466,0,1.4651,0.4387
467,0,2.0920,3.6072
468,0,1.3117,0.6639
469,0,1.4528,3.5801
470,0,0.6175,1.0001
471,0,0.3029,3.1043
472,0,1.7386,1.3673
473,0,3.1611,1.4779
474,0,3.2014,3.5859
475,0,0.9575,4.2837
476,0,0.7142,1.2794
477,0,0.7909,1.5198
478,0,2.1117,2.2970
479,0,3.7549,3.9126
480,0,0.9682,2.7400
481,0,0.4905,2.0189
482,0,1.4179,1.3922
483,0,2.1228,3.2104
484,0,0.3043,3.8674
485,0,3.2323,0.7764
486,0,4.1312,2.2272
487,0,4.3980,0.8677
488,0,2.3530,1.2768
489,0,1.3380,2.6000
490,0,4.0545,3.5422
491,0,3.1845,2.4597
492,0,4.0571,2.1658
493,0,3.8439,3.6686
494,0,0.9406,3.3925
495,0,0.0535,1.4201
496,0,1.0098,2.2296
497,0,3.2413,0.4297
498,0,2.2651,4.1279
499,0,1.0058,2.9786
500,0,2.6080,0.0443
501,0,2.0931,3.1178
502,0,0.1934,3.8689
503,0,2.2878,0.1349
504,0,0.9872,4.1951
505,0,2.5615,0.4728
506,0,1.2649,2.0090
507,0,0.0922,1.8106
508,0,2.1531,1.0719
509,0,2.5893,3.3134
510,0,1.0374,2.7295
511,0,2.8136,4.1725
512,0,3.4235,3.7318
513,0,2.1573,0.8153
514,0,4.3805,0.5690
515,0,2.0739,0.2995
516,0,4.1519,4.2446
517,0,3.1645,1.5396
518,0,1.1190,1.1670
519,0,0.5599,2.3130
520,0,0.6238,1.3933
521,0,2.7568,3.2004
522,0,0.1068,1.8920
523,0,2.8686,3.7533
524,0,2.0909,4.2634
525,0,1.1685,0.0594
526,0,2.1280,1.1266
527,0,3.6234,1.0239
528,0,1.3664,3.4805
529,0,3.1458,2.4548
530,0,3.1010,1.8415
531,0,0.0234,0.0499
532,0,2.2488,0.3664
533,0,0.2247,4.2472
534,0,3.7786,0.6687
535,0,0.0029,4.1423
536,0,1.2243,0.8177
537,0,3.0418,0.4791
538,0,1.1642,4.2893
539,0,2.8129,2.2904
540,0,1.7504,3.4069
541,0,0.6201,4.2552
542,0,3.7880,2.7170
543,0,0.1887,3.0830
544,0,4.0174,2.3075
545,0,1.5582,0.5291
546,0,3.3207,3.8931
547,0,0.4410,3.3387
548,0,0.0750,4.2539
549,0,2.7056,2.4301
550,0,1.3018,4.0878
551,0,1.1697,3.6429
552,0,4.3334,3.4461
553,0,2.2830,0.2907
554,0,2.0781,1.9278
555,0,0.8921,1.8633
556,0,1.5737,0.7200
557,0,1.9415,1.1560
558,0,2.2965,0.1547
559,0,3.9864,3.5911
560,0,2.4307,3.7470
561,0,4.2334,0.4862
562,0,2.7749,4.3900
563,0,4.3456,2.6539
564,0,0.5631,2.5654
565,0,0.0091,0.8750
566,0,4.2059,1.4536
567,0,2.8082,1.2355
568,0,4.1693,3.2048
569,0,1.4501,3.4828
570,0,0.4758,1.7258
571,0,0.9731,3.0076
572,0,0.4506,1.7465
573,0,1.2169,2.2273
574,0,1.5392,3.1074
575,0,0.1081,2.7888
576,0,1.0143,1.1820
577,0,3.5202,4.2034
578,0,1.3925,3.6370
579,0,0.4574,2.7888
580,0,3.3037,0.6861
581,0,1.8739,3.9269
582,0,0.4556,0.0796
583,0,2.5979,1.9158
584,0,3.5133,4.0622
585,0,1.3159,1.7085
586,0,2.1390,2.5872
587,0,4.3278,3.0675
588,0,1.7136,1.1603
589,0,4.1553,0.5963
590,0,3.1683,4.0707
591,0,2.9238,1.8610
592,0,0.8753,1.6165
593,0,3.1094,2.8572
594,0,4.0820,3.8132
595,0,3.5901,4.0093
596,0,1.2156,1.6255
597,0,1.6711,2.4653
598,0,2.9394,1.2612
599,0,0.0856,1.7561
600,0,1.3572,4.1445
601,0,3.9074,3.7844
602,0,2.8725,1.5145
603,0,2.4143,3.5861
604,0,0.4338,3.5238
605,0,0.1811,3.5913
606,0,3.5524,0.2244
607,0,2.7588,2.2102
608,0,0.7470,0.6527
609,0,3.4015,2.4972
610,0,4.3241,4.3208
611,0,4.3666,0.5218
612,0,4.1273,1.0758
613,0,2.0156,3.3317
614,0,0.8957,2.4911
615,0,0.8174,0.4607
616,0,0.5127,1.5732
617,0,0.0205,1.8689
618,0,2.9217,1.7670
619,0,0.3774,0.2758
620,0,1.2234,0.7448
621,0,4.2453,0.6652
622,0,3.5431,2.5782
623,0,2.5042,2.2526
624,0,4.2746,1.6005
625,0,3.4659,2.4427
626,0,1.7403,4.2030
627,0,2.6319,0.5231
628,0,1.8367,3.4381
629,0,3.0517,4.0309
630,0,1.1410,3.3352
631,0,2.0229,2.5232
632,0,4.2011,4.3077
633,0,3.7900,1.5796
634,0,3.9049,2.8092
635,0,1.8915,0.1572
636,0,3.3877,2.2087
637,0,3.4583,3.2904
638,0,3.4908,1.3225
639,0,3.5226,2.4143
640,0,2.0821,2.9698
641,0,0.0940,0.4501
642,0,1.2852,4.3240
643,0,0.6147,1.4542
644,0,0.2246,1.4572
645,0,1.4091,4.1649
646,0,3.7177,1.6837
647,0,0.1090,3.6556
648,0,2.9056,0.6702
649,0,4.3816,0.4409
650,0,3.8143,1.2944
651,0,1.9151,3.4991
652,0,2.9803,4.1255
653,0,2.7323,0.4303
654,0,3.8902,3.3834
655,0,3.1314,0.2364
656,0,1.7429,0.7365
657,0,3.6154,3.0815
658,0,3.8845,4.2518
659,0,3.4080,4.3735
660,0,2.7043,0.1633
661,0,0.0627,1.5049
662,0,3.6223,3.8100
663,0,4.2265,0.2865
664,0,0.1961,4.0174
665,0,1.3419,2.4545
666,0,4.3216,1.7615
667,0,2.9291,1.7634
668,0,3.3792,2.3213
669,0,1.0448,1.1934
670,0,1.1352,2.3416
671,0,3.0932,4.1757
672,0,3.0532,3.4364
673,0,0.7431,1.6454
674,1,1.8202,3.0193
675,0,1.3016,1.3341
676,0,1.5655,3.5644
677,0,2.5407,0.3311
678,0,0.3442,1.6332
679,0,3.3721,3.0294
680,0,3.1143,3.3748
681,0,1.2631,2.4117
682,0,2.3901,3.2535
683,0,4.2091,1.2228
684,0,3.4895,2.9031
685,0,2.5524,3.4086
686,0,4.1527,0.1614
687,0,0.6484,3.3268
688,0,0.3686,2.2704
689,0,0.9671,1.2066
690,0,3.0873,0.1328
691,0,3.8416,1.9552
692,0,2.2100,2.3756
693,0,2.8397,1.5170
694,1,0.4448,1.4005
695,0,0.7396,2.4464
696,0,1.3990,4.2144
697,0,4.2481,2.7278
698,0,2.7163,4.3345
699,0,3.9030,3.3654
700,0,1.3794,1.6080
701,0,0.8853,2.1429
702,0,4.3565,4.0124
703,0,0.5206,0.1108
704,0,3.9530,2.3629
705,0,0.8806,2.9633
706,0,2.8338,0.5370
707,0,1.1419,0.2643
708,0,0.9231,0.5820
709,0,0.8500,3.0153
710,0,0.2177,0.4480
711,0,0.5902,1.3924
712,0,1.3142,1.1220
713,0,3.3015,4.3902
714,0,2.3489,4.1534
715,0,1.7446,0.4693
716,0,1.7981,1.3026
717,0,2.1704,2.8902
718,0,2.0281,4.1136
719,0,3.8920,3.0879
720,0,2.1541,0.5793
721,0,1.7464,3.0986
722,0,1.2532,0.4574
723,0,3.9937,3.1190
724,0,2.7065,3.4861
725,0,3.6759,2.1267
726,0,3.8762,4.0312
727,0,1.1945,2.6725
728,0,2.3164,2.3663
729,0,4.1246,1.3425
730,0,4.3260,3.9683
731,0,2.0179,3.5959
732,0,3.3829,2.9820
733,0,1.4069,0.8642
734,0,2.9540,3.7081
735,0,0.0715,2.8276
736,0,1.9481,3.9506
737,0,1.4141,2.0859
738,0,2.2644,0.6178
739,0,3.1359,3.6531
740,0,0.2547,1.2818
741,0,0.1674,4.2077
742,0,2.9348,4.2414
743,0,2.3380,3.5282
744,0,1.6470,1.5564
745,0,1.6639,2.8938
746,0,1.5812,3.9606
747,0,4.3253,0.1338
748,0,0.8517,0.4938
749,0,0.1864,1.0018
750,0,1.9654,3.6818
751,0,0.9758,2.1728
752,0,4.0893,2.9350
753,0,3.5106,2.4237
754,0,4.3129,2.5894
755,0,0.2002,0.8709
756,0,1.7805,2.6449
757,0,3.3956,1.8171
758,0,3.1234,3.4745
759,0,1.3956,4.3077
760,0,2.8577,3.8754
761,0,2.4455,3.2622
762,0,3.3895,3.9953
763,0,0.6614,2.4558
764,0,1.8844,4.0608
765,0,0.4623,4.3222
766,0,3.8510,0.3248
767,0,2.1597,3.1564
768,0,3.2470,3.9875
769,0,3.5185,1.3677
770,0,2.1925,3.0871
771,0,0.6090,0.8533
772,0,2.1160,1.3119
773,0,3.7943,2.5790
774,0,1.5337,3.7339
775,0,3.5405,4.3916
776,0,3.7272,1.8231
777,0,0.5608,3.6979
778,0,0.2629,1.5408
779,0,4.0458,4.2263
780,0,2.8178,3.0293
781,0,0.1868,2.2631
782,0,2.4056,1.4961
783,0,0.3017,1.0069
784,0,1.5747,1.9141
785,0,2.5994,3.1777
786,0,1.3972,1.4470
787,0,0.0866,0.1798
788,0,1.1341,3.2562
789,0,2.7639,3.3862
790,0,3.3824,3.7679
791,0,3.1686,4.3065
792,0,3.9538,2.5809
793,0,2.5872,0.1507
794,0,4.3924,0.5788
795,0,3.2567,3.6115
796,0,1.6410,0.8659
797,0,0.4344,3.2930
798,0,1.9912,3.1395
799,0,4.0267,0.6448
800,0,4.0433,1.8107
801,0,1.3428,4.1484
802,1,4.3577,0.8749
803,0,2.8893,0.4685
804,0,2.8633,3.6392
805,0,3.0110,1.8358
806,0,1.6851,1.7293
807,0,2.5941,3.8779
808,0,4.0868,0.2355
809,0,0.7989,0.4937
810,0,0.8505,1.5247
811,0,2.2282,2.7689
812,0,3.2206,3.9155
813,0,4.3509,2.9158
814,0,3.7186,3.4225
815,0,1.3528,3.8520
816,0,0.1881,0.0016
817,0,1.2041,2.0327
818,0,2.8081,0.4477
819,0,2.9605,3.5271
820,0,0.8152,1.8261
821,0,2.2873,1.9874
822,0,3.5183,4.2252
823,0,3.5145,0.3431
824,0,3.5408,0.2929
825,0,1.0380,0.6735
826,0,0.8689,2.3240
827,0,2.9547,2.0689
828,0,4.2216,1.0570
829,0,3.3569,3.8278
830,0,2.4724,2.0069
831,0,2.6225,1.8863
832,0,2.4422,1.8340
833,0,1.7616,3.0587
834,0,0.4084,0.7326
835,0,3.7443,3.3919
836,0,1.2381,1.6596
837,0,4.0735,3.5986
838,0,2.7024,0.9743
839,0,0.1947,1.8970
840,0,2.9588,3.6444
841,0,3.7509,0.1442
842,0,1.0740,1.4916
843,0,0.8302,3.5322
844,0,3.3760,2.2735
845,0,4.3238,0.6337
846,0,3.9574,0.5123
847,0,0.7178,3.0626
848,0,0.4820,2.4891
849,0,1.8485,3.2045
850,0,3.9619,3.3866
851,0,3.7377,0.1449
852,0,1.3645,2.2673
853,0,1.8297,1.0173
854,0,1.3543,4.1588
855,0,1.2941,1.5568
856,1,0.0163,3.7174
857,0,0.6811,0.8980
858,0,1.1229,3.8913
859,0,0.9082,3.5082
860,0,3.5545,4.0778
861,0,0.5083,0.9558
862,0,3.2679,0.8622
863,0,1.2595,0.7335
864,0,0.7597,2.1183
865,0,0.4825,1.4151
866,0,1.8765,0.1080
867,0,1.7082,0.4140
868,0,2.1712,3.6323
869,0,3.6001,0.3539
870,0,2.6447,3.6712
871,0,1.0468,3.3516
872,0,3.9183,3.5460
873,0,0.4720,0.0399
874,0,0.8434,1.1898
875,0,2.7105,1.6904
876,0,3.0942,1.5531
877,0,0.6793,1.3755
878,0,3.8900,4.2164
879,0,0.9128,3.4684
880,0,1.2024,3.9024
881,0,0.7282,2.9295
882,0,0.3704,4.2840
883,0,3.0820,3.7030
884,0,2.4927,2.0974
885,0,2.7356,2.3259
886,0,2.0648,3.3407
887,0,0.7839,0.7530
888,0,1.8996,1.4109
889,0,0.3261,3.7147
890,0,3.3942,2.3926
891,0,4.3079,0.3194
892,0,3.3725,1.1717
893,0,1.6214,0.9646
894,0,3.4709,0.6345
895,0,3.6951,2.9102
896,0,0.2596,3.5674
897,0,2.7614,3.9809
898,0,3.2935,2.4683
899,0,3.6799,1.2231
900,0,2.4060,1.2916
901,0,4.2590,0.9950
902,0,0.0692,1.4334
903,0,2.2105,0.1248
904,0,2.4601,3.8458
905,0,3.1000,2.7403
906,0,4.2051,4.2153
907,0,3.6258,2.6734
908,0,2.1456,0.0586
909,0,2.6669,4.3509
910,0,3.5987,1.4983
911,0,0.6688,3.4490
912,0,3.2725,4.2539
913,0,3.8483,2.4443
914,0,0.4455,2.1269
915,0,1.3799,2.2540
916,0,1.3271,3.7910
917,0,3.7141,1.3877
918,0,2.6375,1.8923
919,0,3.9990,0.8242
920,0,3.0692,4.2685
921,0,0.7710,0.8884
922,0,3.0516,3.4274
923,1,2.1579,2.6819
924,0,0.9356,2.0966
925,0,0.4930,1.4139
926,0,1.2527,1.9558
927,0,4.0915,0.7974
928,0,1.7657,2.7079
929,0,4.1638,0.5857
930,0,4.0376,0.3565
931,0,2.1147,1.9997
932,0,0.9220,1.5284
933,0,1.9978,3.8059
934,0,4.2012,2.2827
935,0,3.8274,2.6753
936,0,1.5356,0.8542
937,0,1.8173,2.2998
938,0,0.1955,0.6415
939,0,2.6401,0.9898
940,0,3.6833,1.4382
941,0,0.4612,0.3674
942,0,4.1223,0.5192
943,0,0.6198,3.7947
944,0,1.1186,2.9294
945,0,3.5927,2.6709
946,0,4.2119,3.1183
947,0,0.4960,2.4564
948,0,3.1592,3.5277
949,0,0.1158,3.1622
950,0,3.6321,3.2852
951,0,2.2538,2.0148
952,0,2.4168,3.0996
953,0,4.0598,2.7143
954,0,3.9055,3.0847
955,0,0.3006,2.2031
956,0,1.2602,1.2544
957,0,1.5657,1.3845
958,0,2.5452,3.0071
959,0,1.1822,0.5708
960,0,0.2587,2.5327
961,0,0.8188,0.0407
962,0,4.0811,2.3628
963,0,0.4067,3.7079
964,0,4.3250,1.9733
965,0,0.1869,0.5171
966,0,1.6788,3.8953
967,0,0.6512,3.6246
968,0,0.0659,2.0120
969,0,2.8346,0.2656
970,0,2.7043,4.1543
971,0,0.7050,3.2095
972,0,2.6793,0.8143
973,0,0.0273,0.0408
974,0,2.3406,4.1472
975,0,2.8342,3.1421
976,0,2.1724,2.5596
977,0,0.5559,3.8570
978,0,3.3466,4.3909
979,0,1.3096,0.9986
980,0,0.5506,4.2414
981,0,3.4350,0.7316
982,0,2.4312,1.8201
983,0,0.6664,0.7129
984,0,4.2382,1.3415
985,0,4.1413,0.3326
986,0,2.0270,0.5702
987,0,0.0211,2.4359
988,0,0.5010,3.1761
989,0,3.0709,0.7757
990,0,4.1426,3.1718
991,0,1.3107,3.1198
992,0,3.2197,1.5054
993,0,1.6522,1.5797
994,0,2.7124,3.9608
